Name,Country
Urbana Corporation,Canada
Ur-Energy Inc.,USA
UrtheCast Corp.,Canada
US Financial 15 Split Corp.,Canada
Utility Corp.,Canada
Utility Split Trust,Canada
Valeant Pharmaceuticals International Inc.,Canada
Valener Inc.,Canada
Valeura Energy Inc,Canada
Vanguard Canadian Aggregate Bond Index ETF,Canada
Vanguard Canadian Short-Term Bond Index ETF,Canada
Vanguard Canadian Short-Term Corporate Bond Index ETF,Canada
Vanguard FTSE Canada All Cap Index ETF,Canada
Vanguard FTSE Canada Index ETF,Canada
Vanguard FTSE Canadian Capped REIT Index ETF,Canada
Vanguard FTSE Canadian High Dividend Yield Index ETF,Canada
Vanguard FTSE Developed ex North America Index ETF,Canada
Vanguard FTSE Developed ex North America Index ETF (CAD-Hedged),Canada
Vanguard FTSE Emerging Markets Index ETF,Canada
Vanguard S&P 500 Index ETF,Canada
Vanguard S&P 500 Index ETF (CAD-hedged),Canada
Vanguard U.S. Dividend Appreciation Index ETF,Canada
Vanguard U.S. Dividend Appreciation Index ETF (CAD-hedged),Canada
Vanguard U.S. Total Market Index ETF,Canada
Vanguard U.S. Total Market Index ETF (CAD-hedged),Canada
Vecima Networks Inc.,Canada
Velan Inc.,Canada
Vena Resources Inc.,Canada
Verde Potash Plc,Mexico and Central/South America
Veresen Inc.,Canada
Veris Gold Corp.,Canada
Vermilion Energy Inc.,Canada
Victory Nickel Inc.,Canada
Vicwest Inc.,Canada
Village Farms International Inc,USA
Virginia Mines Inc.,Canada
Vista Gold Corp.,USA
Vitran Corporation Inc.,Canada
ViXS Systems Inc.,Canada
Wajax Corporation,Canada
Waldron Energy Corporation,Canada
Wall Financial Corporation,Canada
Wallbridge Mining Company Limited,Canada
Walter Energy Inc.,USA
WaterFurnace Renewable Energy Inc.,USA
Webtech Wireless Inc.,Canada
Wesdome Gold Mines Ltd.,Canada
West Fraser Timber Co. Ltd.,Canada
Westcoast Energy Inc.,Canada
Western Copper and Gold Corporation,Canada
Western Energy Services Corp.,Canada
Western Forest Products Inc.,Canada
Western Lithium USA Corporation,Canada
Western Potash Corp.,Canada
WesternOne Inc.,Canada
WestJet Airlines Ltd.,Canada
Westport Innovations Inc.,Canada
Westshore Terminals Investment Corporation,Canada
Whistler Blackcomb Holdings Inc.,Canada
Whitecap Resources Inc.,Canada
Wi-LAN Inc.,Canada
Wildcat Silver Corporation,Canada
Wilmington Capital Management Inc.,Canada
Winpak Ltd.,Canada
Witwatersrand Consolidated Gold Resources Limited,Africa
World Financial Split Corp.,Canada
WPT Industrial Real Estate Investment Trust,USA
Xinergy Ltd,USA
Xtra-Gold Resources Corp.,Canada
Xtreme Drilling and Coil Services Corp.,Canada
Yamana Gold Inc.,Canada
Yellow Media Limited,Canada
Yellowhead Mining Inc.,Canada
Yield Advantage Income Trust,Canada
Yield Advantaged Convertible Debentures Fund,Canada
YIELDPLUS Income Fund,Canada
Yorbeau Resources Inc.,Canada
YPG Financing Inc.,Canada
Zargon Oil & Gas Ltd.,Canada
Zazu Metals Corporation,Canada
ZCL Composites Inc.,Canada
Zincore Metals Inc.,Canada
